text,remember,understand,apply,analyze,evaluate,create,one_hot
Construa programas de computador curtos que implementem esses métodos numéricos.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construa simulações de conversores de potência de corrente contínua/contínua/contínua/contínua,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construir soluções de equações diferenciais utilizando métodos analíticos e computacionais;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Construir avaliações sumárias, rubricas de marcação e chaves de marcação para avaliar a aprendizagem das crianças",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construir o quadro do método de elementos finitos.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construir a ligação entre a política social e os objectivos e valores do trabalho social.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construir vias de tratamento através da aplicação de raciocínio clínico avançado;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construa relatórios escritos;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Construa relatórios escritos.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Construa, articule e comunique eficazmente argumentos críticos e analíticos, em forma oral e escrita, relevantes",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Construir, entregar e contribuir para apresentações de casos, incluindo conceitualizações de casos e planejamento de tratamento;",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Construir, entregar e avaliar apresentações abrangentes de casos, incluindo conceitualizações abrangentes de casos e planos de tratamento;",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Construir, testar e avaliar hipóteses científicas em biologia.",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Criticar construtivamente os projetos de jogos com base na compreensão dos bons princípios de design de jogos;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Consulte tanto um estatístico como um pesquisador qualitativo para discutir o papel dos consultores em metodologia no processo de investigação,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"Consultar os prestadores de serviços, os líderes comunitários, os consumidores e os cuidadores sobre os seus direitos, as suas",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Contextualizar e explicar como as mídias móveis se relacionam com diversos contextos culturais, sociais, políticos e",0.0,0.0,1.0,0.0,1.0,0.0,[0. 0. 1. 0. 1. 0.]
"Contextualizar e explicar a relação entre a internet e as mídias digitais e diversos contextos interpessoais,",0.0,0.0,1.0,0.0,1.0,0.0,[0. 0. 1. 0. 1. 0.]
"Contextualizar a arte de países e regiões não ocidentais, historicamente e culturalmente, em contextos locais e mund",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar a prática do estúdio dentro dos modelos conceituais explorados na unidade;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar a disciplina das Relações Internacionais na história das ciências sociais;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar a representação histórica da figura na arte ocidental e considerar o papel e a influência do gênero,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Contextualizar o trabalho produzido no domínio da prática, tendo em conta os factores sociais, políticos, culturais, económicos",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Contextualizar, através de formatos de escrita estruturados, a base teórica e material do seu trabalho e do",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Contextualizar, através da aplicação criativa da escrita, a base teórica e material do seu trabalho no domínio da produção",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar através da escrita do seu trabalho e do trabalho de outros e da sua racionalização teórica e material,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar as diversas práticas e pesquisas em matéria de cinema e televisão dentro de um contexto mais amplo de,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contextualizar o seu trabalho e a sua lógica material no âmbito das práticas contemporâneas de arte visual;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Continuar a fazer estudos avançados de tradução/interpretação, com confiança para participar em estudos como cursos credenciados pela NA",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Continuar a desenvolver competências críticas e a capacidade de comunicação eficaz, nomeadamente: a) desenvolver um tema de investigação; b) familiari",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Contrastar e aplicar as competências de prática profissional mais adequadas em questões relevantes para a área de prática escolhida e oper,0.0,0.0,1.0,1.0,0.0,0.0,[0. 0. 1. 1. 0. 0.]
Contrastar e aplicar as competências de prática profissional mais adequadas em questões relevantes para a área de prática escolhida e oper,0.0,0.0,1.0,1.0,0.0,0.0,[0. 0. 1. 1. 0. 0.]
Contrastar e aplicar as competências de prática profissional mais adequadas em questões relevantes para a área de prática escolhida e oper,0.0,0.0,1.0,1.0,0.0,0.0,[0. 0. 1. 1. 0. 0.]
Contraste e compare a cura aguda e crônica.,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contraste e compare as semelhanças e diferenças entre a cicatrização aguda e crônica de feridas.,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Contrastar e comparar a estrutura, desenvolvimento e função dos sistemas corporais antes e após o nascimento.",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contrastar e comparar as técnicas utilizadas para medir os constituintes atmosféricos;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contraste e critique os métodos de ensino e aprendizagem contemporâneos para uma série de contextos de educação clínica e,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contrastar e criticar as respostas dos Estados a uma variedade de drogas legais e ilegais;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contraste entre as principais perspectivas teóricas históricas e atuais do comportamento anormal;,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contraste as principais perspectivas teóricas históricas e atuais da psicopatologia.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contraste as principais perspectivas teóricas históricas e atuais no âmbito da aconselhamento e da psicoterapia.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contraste os estilos de liderança e discuta a eficácia e a adequação de cada um em contextos específicos.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as teorias de liderança com as experiências dos líderes selecionados e identificar e analisar as diferenças.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar os tipos de dados gerados por todas as plataformas de sequenciamento comumente utilizadas;,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contraste entre o desenvolvimento e a diferenciação do trato masculino e feminino,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as diferenças entre os modelos de base de dados não relacionais e os modelos de base de dados relacionais.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as semelhanças e diferenças nas características formais utilizadas em uma ampla gama de filmes do Sudeste Asiático,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as diferentes estratégias de história de vida dos animais;,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as diferentes abordagens de mitigação da corrosão em aplicações industriais através de palestras de convidados cuid,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contrastar as diferentes estratégias de portfólio de valores disponíveis para o banco e explicar as estratégias ótimas quando,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contribuir e colaborar eficazmente na discussão de questões jurídicas fundamentais relacionadas com a lei eleitoral e a sua reforma.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Contribuir e orientar a discussão verbal e escrita de questões individuais dos pacientes, com um nível avançado de raciocí",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contribuir como profissional específico de uma disciplina num contexto interdisciplinar;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Contribuir de forma significativa para as tarefas do grupo e refletir sobre os componentes-chave dessa contribuição,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contribuir de forma significativa para as tarefas do grupo e refletir sobre os componentes-chave dessa contribuição,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Contribuir para o debate sobre a reforma da Carta Victoriana,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
"Contribuir para debates públicos sobre questões como a luta contra a insurgência, a tortura, a violência patrocinada pelo Estado",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Contribuir para o desenvolvimento do debate sobre a justiça das relações internacionais atuais e as soluções para os problemas internacionais.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Contribuir para a discussão de questões jurídicas fundamentais relacionadas com a lei eleitoral e a sua reforma.,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Conversar em espanhol sobre questões passadas, atuais, futuras e hipotéticas, bem como participar em debates mais",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Converter Expressões Regulares em Automatas Finitas e vice-versa;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"transmitir de forma eficaz ideias e resultados a um público diversificado e em uma variedade de formatos, e apresentar as conclusões",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Transmitir os conceitos básicos das alterações climáticas, os seus impactos e as possíveis respostas a diversos públicos.",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Transmitir as suas descobertas em formato escrito e verbal, e criticar e avaliar o trabalho de outros.",0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Transmitir a um público não especializado a relevância e o valor da genética e da biotecnologia para a sociedade humana.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Transmitir a um público não especializado a relevância e o valor da genética para a sociedade humana;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Manipulação correta e segura dos processos de unidade alimentar para produzir e analisar produtos alimentares e de bebidas e gerar,0.0,0.0,0.0,1.0,0.0,1.0,[0. 0. 0. 1. 0. 1.]
aplicar corretamente os métodos estatísticos adequados para os desenhos comumente encontrados na investigação psicológica,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Aplicar corretamente estes métodos estatísticos e ter as habilidades para comunicar eficazmente com os médicos sobre a aplicação destes métodos e a,0.0,0.0,1.0,0.0,0.0,1.0,[0. 0. 1. 0. 0. 1.]
Interpretar corretamente os dados obtidos a partir de técnicas de análise química para determinar qualitativamente e quantitativamente os componentes dos,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Interpretar corretamente os dados fisiológicos no contexto da fisiopatologia associada a uma série de doenças e condições obser,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Interpretar corretamente as orientações da Interpol DVI e compreender as questões complexas envolvidas na conciliação dos,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0. 0. 1. 0.]
Correlar observações e interpretações na escala de afloramento para produzir mapas e secções transversais coerentes;,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Correlação dos equipamentos adequados, das técnicas avançadas de imagem por ressonância magnética e de pós-",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Correlação da patogênese de hipertensão, doença arterial coronária, insuficiência cardíaca,",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Correlação dos mecanismos fisiopatológicos em trauma agudo com os sinais e sintomas clínicos do paciente.,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Correlação de imagens de raios- X do tórax com a patologia subjacente, como neoplasias, epis",0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
Realizar e realizar pesquisas sobre um tema histórico de sua escolha;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar um ""documento curto"" como base para escrever um roteiro de não-ficção ou ficção;",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um conjunto de trabalhos que indique o seu nível mais elevado de competência para mostrar as suas capacidades a potenciais empre,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma estratégia de marca além da criação de um logotipo e das suas aplicações;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um plano de continuidade de negócios para os serviços de enfermagem para aplicação em caso de desastre local ou incidente importante.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"criar um plano de desenvolvimento profissional e profissional, participando de um planeamento acadêmico, extracurricular, de estágio e",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar uma formulação abrangente do caso para um jovem, reunindo a história do desenvolvimento, e elaborar um plano de tratamento adequ",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma resposta de design a um problema ou explorar uma intervenção de design quando uma oportunidade for descoberta;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma proposta de investigação detalhada baseada num tema de investigação selecionado no âmbito da imagem médica que reflita uma consci,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma aplicação ou produto de jogo/multimédia OR criar um protótipo de trabalho de uma aplicação ou produto de jogo,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um plano de aprendizagem baseado na avaliação das suas necessidades de aprendizagem para manter a competência e o desenvolvimento,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma revisão da literatura baseada num tópico selecionado no âmbito da imagem médica que reflita uma consciência,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar um modelo da compreensão atual do processamento central de informações que se refere ao apetite, tanto de uma perspectiva home",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Crie uma série de resultados fotográficos que utilizem, na sua criação, iluminação de estúdio e iluminação",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
um plano de cuidados centrado no paciente (plan Monash Modelo de CARE) que aplique orientações clínicas estabelecidas,0.0,0.0,0.0,0.0,1.0,1.0,[0. 0. 0. 0. 1. 1.]
"Criar um plano para melhorar a qualidade da prescrição na sua própria clínica ou dentro da clínica, utilizando auditoria e feedback",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um plano de melhoria da qualidade numa área de assistência aos idosos baseado em evidências e em práticas,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar um plano de desenvolvimento profissional e de carreira, estabelecendo metas informadas, identificando as etapas de ação e reflet",1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
Criar um plano de desenvolvimento profissional e de carreira que identifique metas e etapas de acção informadas,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
Criar um portfólio escrito profissional para diferentes tipos de cargos nas indústrias biomédicas ou biotecnológicas.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um plano de projecto para um trabalho distintivo que incorpore estratégias instrumentais/vocais;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma questão de investigação capaz de ser investigada por pesquisadores científicos rigorosos,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma equipa de investigação; incluindo a identificação e negociação com os colaboradores e a preparação de aplicações éticas.,1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
criar um recurso para demonstrar conhecimentos contemporâneos associados a práticas de saúde fundamentais com uma intenção educativa,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"criar uma estratégia de loja de varejo, utilizando simultaneamente várias ferramentas teóricas e práticas.",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar uma proposta de investigação rigorosa e viável, incluindo um protocolo que inclua métodos de recolha de dados e procedimentos",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um relatório acadêmico que demonstre a capacidade de efetuar mudanças na prática num quadro colaborativo,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar uma pergunta específica de investigação e formular uma resposta a essa pergunta através da identificação, análise e síntese de pesquisas public",1.0,0.0,0.0,0.0,0.0,0.0,[1. 0. 0. 0. 0. 0.]
Criar um storyboard para traduzir a narrativa escrita em um formato visual seqüencial;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar um ambiente de aprendizagem favorável que se concentre no bem-estar dos adolescentes,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma estratégia de pesquisa sistemática.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um relatório escrito que atenda aos padrões acadêmicos associados a uma investigação informada pela pesquisa.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar representações visuais precisas que ilustrem o processo de decisão e outros aspectos do desenvolvimento do método analítico.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar estratégias de defesa de resultados iguais e justiça social para os povos indígenas,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar um plano de avaliação adaptado a um programa específico de saúde pública, que comunique criticamente o âmbito da avaliação e a forma",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um plano de desenvolvimento de liderança individual.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar um relatório de padrão da indústria.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar uma forma inovadora de comunicar informações científicas aos pacientes novos no processo de ART,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar uma análise de organização e de membros do grupo com base em conceitos convencionais de estratégia de negócios,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um cenário original que destaque as intervenções de terapia ocupacional baseadas em evidências para um cliente ou grupo no contexto,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar um cenário original que destaque a prestação de serviços de terapia ocupacional baseada em evidências para um cliente ou grupo,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar e aderir a um plano de estudo estruturado para a prática pessoal.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar e analisar dados experimentais para elaborar um relatório preciso e detalhado,0.0,0.0,0.0,1.0,0.0,0.0,[0. 0. 0. 1. 0. 0.]
"Criar e desenvolver estratégias de governança que reflitam a capacidade de liderança em competências interculturais, o envol",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar e desenvolver os artefatos necessários durante cada fase do processo de engenharia de software;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar e avaliar uma proposta de valor,0.0,0.0,0.0,0.0,1.0,1.0,[0. 0. 0. 0. 1. 1.]
Criar e avaliar estratégias de sustentabilidade através de intervenções de design aplicadas;,0.0,0.0,0.0,0.0,1.0,1.0,[0. 0. 0. 0. 1. 1.]
Estabelecer e aplicar um plano de comercialização para a promoção do projecto;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar e justificar uma base de dados de recursos e processos que otimizem os cuidados em equipa com os idosos, incluindo",0.0,0.0,0.0,0.0,1.0,1.0,[0. 0. 0. 0. 1. 1.]
Criar e organizar recursos multimídia;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar e realizar um recital de material selecionado do projeto que demonstre níveis avançados de musicalidade e estil,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar obras de arte que mostrem uma abordagem cada vez mais sofisticada para a produção de imagens fotográficas e,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar tarefas de avaliação que sejam sensíveis e relevantes para o programa de contabilidade de ensino e aprendizagem e para as necess,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar tarefas de avaliação que sejam sensíveis e relevantes para o programa de ensino e aprendizagem e para as necessidades de aprendi,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar relatórios de inteligência de negócios usando armazéns de dados e OLAP.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar programas C++ utilizando indicadores para demonstrar uma compreensão do uso e gestão de memória eficientes;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"criar metas de aprendizagem desafiadoras, aplicando conhecimentos e compreensão do planeamento e avaliação",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Criar propostas de projeto colaborativas que definam o âmbito e a profundidade de um desafio de projeto;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar estratégias de comunicação que demonstrem uma compreensão da experiência do utilizador, da interação e do",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Criar planos abrangentes e baseados em evidências de cuidados de enfermagem de saúde mental para uma variedade de necessidades,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar planos e intervenções abrangentes e baseados em evidências de cuidados de enfermagem de saúde mental em uma variedade,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"criar um currículo culturalmente responsivo que responda às comunidades, culturas, histórias e origens linguísticas locais dos estudantes",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar estruturas de design, redes, layout e composição;",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar projetos que combinem tanto a forma como a superfície gráfica em um resultado de design bem sucedido;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar projetos que reflitam a sua compreensão das embalagens como veículo de marca;,0.0,1.0,0.0,0.0,0.0,0.0,[0. 1. 0. 0. 0. 0.]
"criar modelos de negócios desejáveis, viáveis e viáveis",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar questões históricas de desenvolvimento e culturalmente sensíveis para avaliação psicológica,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar desenhos de engenharia digital (2D/3D) usando pacotes auxiliados por computador,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar visualizações digitais que contenham informações espaciais em Sistemas de Informação Geográfica (SIG),0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar desenhos em uma variedade de escalas e meios de comunicação;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar visualizações dinâmicas de dados através da aplicação de princípios avançados de codificação, desde o conceito",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar visualizações de dados eficazes;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar comunicações escritas eficazes para expressar ideias no formato científico padronizado.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar desenhos de engenharia utilizados na fase de projeto detalhado, incluindo diagramas de P&I, fichas de dados",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"criar recursos didáticos baseados em evidências relevantes para a concepção de currículos, planejamento de transição, colabora",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar recursos didáticos baseados em evidências relevantes para a concepção de currículos, planejamento de transição, co",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar obras de arte acabadas adequadas para propostas de produção;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar programas de jogos que demonstrem um conhecimento prático dos efeitos visuais avançados dos jogos, tais como sistemas de part",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Criar programas de jogos que demonstrem uma compreensão e conhecimento prático dos princípios avançados de renderização,",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Criar programas de jogos que demonstrem uma compreensão da renderização 3D direta, incluindo geometria, modelos,",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Criar programas de jogos que demonstrem uma compreensão do DirectX, incluindo texturas, exibição de sprites",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
"Criar programas de jogos que demonstrem uma compreensão da física no contexto da programação de jogos, incluindo o movimento e a inter",0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
Criar programas de jogos que demonstrem uma compreensão do ciclo de programação de jogos e como configurá-lo;,0.0,0.0,1.0,0.0,0.0,0.0,[0. 0. 1. 0. 0. 0.]
criar visualizações gráficas de comportamento,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar esboços e desenhos à mão (2D/3D),0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
"Criar currículos e práticas inovadores e robustas nas escolas, locais de trabalho e/ou locais comunitários",0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
Criar apoio à tomada de decisões baseado em TI para os gestores;,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
criar documentos profissionais essenciais destinados a influenciar o público especializado e o público não especializado.,0.0,0.0,0.0,0.0,0.0,1.0,[0. 0. 0. 0. 0. 1.]
